!			G1			A			enclitic particle
!			G1			A			vulture, bird in general							
!			G1			A			vulture, bird in general							
!			G1			A			tread							
!			G1			At			striking-power							
!! V 4			G1-X1-N5-Z1			At			striking-power							
!! V			G1-X1-N5			At			moment, instant, time in general							
!! 8 V			G1-X1-Z5-N5			At			moment, instant, time							
!! V 4			G1-X1-N5-Z1			At			moment, instant, time in general							
!! L			G1-X1-F9			At			moment, instant, time in general							
!! L V !			G1-X1-F9-N5			At			moment, instant, time in general							
FV			F3-X1-N5			At			moment, instant, time in general							
1 !! L V			M17-G1-X1-F9-N5			At			moment, instant, time in general							
1 \ n !! j j			G17-D36-N29-G1-X1-D50-D50			m  aqAyt			exactly							
\ n ! j j ! 4			D36-N29-G1-D50-D50-V1-Z1			aqA			a type of rope							
\ n !!			D36-N29-G1-V1			aqA			a type of rope							
\ U ! }			D36-W11-X1-N33A			agt			a resinous varnish ?							
\ U K ! r 5			D36-W11-G43-X1-N33-Z2			agwt			a preparation of grain							
\ U !o			D36-W11-X1-M33A			agwt			a preparation of grain							
\ U t}			D36-W11-N35-W78			agn			pedestal for vase							
\ ! B 8			D36-X1-Aa1-A24			atx			strain							
1 ! B			M17-X1-Aa1			atx			strain mash etc							
\ ! B : ` 8 ! 5			D36-X1-Aa1-Z7-W22-A24-A1-Z2			atxw			brewers							
\ f K r 4			D36-D46-G43-K3-Z1			adw			Buri fish							
: 4 #			V26-Z1-M3			aD			spool, reel							
\ i:#			D36-I10-V26-M3			aD			spool, reel							
\ : f#			D36-V26-D46-M3			aD			spool, reel							
\ i: +			D36-I10-V26-Y1			aD			be safe, become whole							
: +			V26-Y1			aD			be safe							
: f+			V26-D46-Y1			aD			be safe							
\ i;			D36-I10-V27			aD			perceive							
: f}			V26-D46-Y1V			aD			perceive							
\ ; i! "			D36-V27-I10-X1-A2			aDt			offence ?							
: f M `			V26-D46-U7-D40			aD			hack up, destroy							
: f M 8			V26-D46-U7-A24			aD			hack up, destroy							
\ i! > 5			D36-I10-X1-T30-Z2			aDt			slaughter, massacre							
;! g			V27-X1-A15A			aDt			slaughter, massacre							
: i h 4			V26-I10-N23-Z1			aD			edge, margin of cultivation							
: h			V26-N23			aD			edge, margin of cultivation							
\ i; h			D36-I10-V27B-N23			aD			edge, margin of cultivation							
: i G 5			V26-I10-O39-Z2			aD			fat, grease							
: f G			V26-D46-O39			aD			fat, grease							
: b 5			V26-W24-Z2			aD			fat, grease							
: fb 5			V26-D46-W24-Z2			aD			fat, grease							
: f 7 r 5			V26-D46-Z4-N33-Z2			aD			fat, grease							
\ i: b 5			D36-I10-V26-W24-Z2			aD			fat, grease							
: i 8			V26-I10-A24			aD			fatten ?							
: i 1 1 : 8			V26-I10-M17-M17-Z7-A24			aDyw			winnowers							
\ i: k			D36-I10-V26-N26			aDw			Buri fish							
: f: p 4			V26-D46-Z7-K1-Z1			aDw			Buri fish							
\ f K p 4			D36-D46-G43-K1-Z1			aDw			Buri fish							
ru			K3-N36			aD mr			administrator							
: f M `u			V26-D46-U7-D40-N36			aD mr			administrator							
\ i M `u			D36-I10-U7-D40-N36			aD mr			administrator							
\ b !: 8			D36-U28-G1-Z7-A24			aDAw			guilty, guilt							
\ b ! `			D36-U28-G1-D40			aDAw			guilt				noun			
\ b ! `!			D36-U28-G1-D40-A1			aDA			guilty man, wrongdoer							
\ it! T			D36-I10-N35-X1-W10			aDnt			armband, armlet							
\ it! I			D36-I10-N35-X1-Aa8			aDnt			crucible ?							
K			G43			w			property							
K			G43			w			not				enclitic negative particle			
K [			G43-D35			w			not				enclitic negative particle			
K 5			G43-Z2			w			they, them, their				3rd person plural suffix pronoun			
: 5			Z7-Z2			w			they, them, their				suffix pronoun			
K f 4			G43-N21-Z1			w			district, region							
: h			Z7-N23			w			district, region							
1 M K h 4			G17-D21-G43-N23-Z1			imy r w			district - superintendent							
1 M h 4 !			G17-D21-N23-Z1-A1			imy r w			district - superintendent							
$!! !			V4-G1-X1-V1			wAt			cord							
$!"			V4-G1-A2			wA			brood on, conspire against, schemer							
$! p			V4-G1-N31			wA			far from, long ago, for a long time past, go							
p			N31			wA			far from, long ago, for a long time past, go							
$p			V4-N31			wA			far from, long ago, for a long time past, go							
$! 8			V4-G1-A24			wA			far from, long ago, for a long time past, go							
$!:: pn			V4-G1-Z7-Z7-N31-D54			wA			far from, long ago, for a long time past, go							
$! p			V4-G1-N31			wA			fall into a condition							
$p			V4-N31			wA			fall into a condition							
p			N31			wA			fall into  a condition							
$! n			V4-G1-D54			wA			fall into a condition							
$!! p			V4-G1-X1-N31			wAt			road, way							
p! 4			N31-X1-Z1			wAt			road, way							
$! p			V4-X1-N31			wAt			road, way							
<$!! pt			D4-V4-G1-X1-N31-N35			ir wAt n			prepare a way for							
: 4 $ !! p>			D2-Z1-V4-G1-X1-N31-V30			Hr wAt nb			on every side							
<! $ ! p			D4-X1-V4-X1-N31			irt wAt			to escort							
% pj 5			G5-N31-N25-Z2			wAwt Hr			Roads of Horus							
% p! ! j			G5-N31-X1-X1-N25			wAwt Hr			Roads - of - Horus a N.E. Fortress							
$! '			V4-G1-Q7			wAi			roast ? grain							
$! 1 '			V4-G1-M17-Q7			wAi			roast ? grain							
$!\ K `			V4-G1-D36-G43-D40			wAaw			captain ? of ship							
$! K ~			V4-G1-G43-N35A			wAw			wave of the sea							
$! $ !"			V4-G1-V4-G1-A2			wAwA			take counsel							
$$! !			V4-V4-X1-V1			wAwAt			cord							
$$ ! 4			V4-V4-X1-V20			wAwAt			cord							
$! $!! '			V4-G1-V4-G1-X1-Q7			wAwAt			fiery one ?							
$$ ! j			V4-V4-X1-N25			wAwAt			Wawat Northern Nubia							
$$ 1 1 ! j			V4-V4-M17-M17-X1-N25			wAwAi			Wawat				locality			
$! q "			V4-G1-D58-M2			wAb			root of plant, socket of eye, leg, tooth							
$! q "			V4-G1-D58-M2			wAb			rooted to the spot							
$! q !			V4-G1-D58-V1			wAb			cloth ?, swaddling - clothes							
$! q ! h			V4-G1-D58-X1-N23			wAbt			high-lying agriculural land							
$q ! h			V4-D58-X1-N23			wAbt			high - lying agricultural land							
$! q ! 5			V4-G1-D58-X1-Z2			wAbt			body of the Red Crown							
$! 1 '			V4-G1-G17-Q7			wAm			bake ?							
$! M ! !			V4-G1-D21-X1-V1			wArt			draw - rope of clap-net							
= < +			V29-V28-Y1			wAH			set down, lay down, apply, stack, stow, store up, lay aside, discard							
= < +			V29-V28-Y1			wAH			leave aside, overlook, ignore, institute, enter, pitch, wait, permit							
= < + 9 4			V29-V28-Y1-D1-Z1			wAH tp			bow the head							
= < +			V29-V28-Y1			wAH			live long, endure, be patient							
=			V29			wAH			see entries under wAH							
= < \			V29-V28-D36			wAH			see entries under wAH							
$! < = 8			V4-G1-V28-V29-A24			wAH			see entries under wAH							
= < +d 4			V29-V28-Y1-F34-Z1			wAH ib			be kindly, patient,  clemency, benevolence							
$ < = K ! $ 5			V4-V28-V29-G43-X1-X4-Z2			wAHwt			oblations							
$ < ! }			V4-V28-X1-R33			wAHwt			oblations							
= < :"			V29-V28-Z7-M2			wAHw			wreath, garland, necklace							
= "			V29-M2			wAHw			wreath, garland							
$ < S"""			V4-V28-S11-M2-M2-M2			wAHw			wreath, garland							
= < S			V29-V28-S11B			wAHw			necklace							
$! < = !			V4-G1-V28-V29-V1			wAHw			necklace							
K = T			G43-V29-S12			wAH			fillet of gold							
= K T			V29-G43-S12			wAH			fillet of gold							
= ! !			V29-X1-O1			wAHt			processional station							
= < 1 1 ! 5			V29-V28-M17-M17-X1-Z2			wAHyt			temenos							
= < 1 1 ! "			V29-V28-M17-M17-X1-M2			wAHyt			corn							
= < ! O 5			V29-V28-X1-U9-Z2			wAHyt			corn							
= 1 1 ! O			V29-M17-M17-X1-U9			wAHyt			corn							
$B /			V4-Aa1-M15			wAx			flood							
$! B /" 5			V4-G1-Aa1-M15-M2-Z2			wAx			flood				noun			
$! B /			V4-G1-Aa1-M15			wAxi			be inundated, be content							
$B			V4-Aa1			wAxi			be inundated of land, be content of persons							
$! B 7 /!			V4-G1-Aa1-Z4-M15-O1			wAxy			columned forecourt							
$! B /!			V4-G1-Aa1-M15-O1			wAxy			columned forecourt							
$/ ;			V4-M15-O27			wAxy			columned forecourt							
p 4			S40-Z1			wAs			sceptre							
$e p			V4-S29-S40			wAs			sceptre							
p 4 #			S40-Z1-M3			wAs			sceptre							
p			S40			wAs			dominion, have dominion				noun and verb			
p ! i			S40-X1-N24			wAst			Thebes							
> ! Q			R19-X1-O49			wAst			Thebes				locality			
p ! 7 Q			S40-X1-Z4-O49			wAsty			the Theban							
p ! 7 e			S40-X1-Z4-S29			wAsty			the Theban							
$! e p			V4-G1-S29-S40			wAsi			be ruined, decayed							
p E			S40-G37			wAsi			be ruined, decayed				verb			
p 1 E			S40-G17-G37			wAsi			ruin				noun			
$! v<			V4-G1-N37-A28			wAS			be honoured, be strong, honour							
$v> +			V4-N37-A30-Y1			wAS			honour				noun			
$! U "			V4-G1-W11-A2			wAg			shouting							
$! U M			V4-G1-W11-W3			wAg			a religious festival							
$U M			V4-W11-W3			wAg			Wag  festival a religious festival							
$! U N			V4-G1-W11-W4			wAg			Wag  festival a religious festival							
$! U $			V4-G1-W11-X4H			wAg			Wag  festival a religious festival							
K U MV			G43-W11-W3-N5			wAg			Wag  festival a religious festival							
$!! K } 5			V4-G1-X1-G43-A482-Z2			wAtw			conspirators ?							
E 4 "			M13A-Z1-M2			wAD			papyrus plant							
E 4			M13A-Z1			wAD			papyrus plant							
Q			O206			wAD			papyriform column							
- 4 G			M13-Z1-O39			wAD			wadj  amulet							
- i+			M13-I10-Y1			wAD			green, pale, fresh, raw, hale, sturdy, fortunate, happy, make green, make to flourish							
.			M14			wAD			green				adjective			
- +  M13-Y1			M13-Y1			wAD			fresh				adjective			
$i.			V4-I10-M14			wAD			fortunate, happy				adjective			
- i+!			M13-I10-Y1-A1			wAD			fortunate man							
. G			M14-O39			wAD			a green stone malachite ?							
- K }			M13-G43-N33A			wAD			a green stone, malachite							
.! d			M14-X1-S28			wADt			green linen							
& . 5			V6-M14-Z2			wADt			green linen							
.: + 5			M14-Z7-Y1-Z2			wADw			success, happiness							
. +			M14-Y1			wADw			happiness							
- 4			M13-D7A			wADw			green eye - paint							
pk: r 5			N31-N26-Z7-N33-Z2			wADw			green eye - paint							
$ik?}			V4-I10-N26-D7-N33A			wADw			green eye - paint							
$i E K ?}			V4-I10-M13A-G43-D7-N33A			wADw			green eye - paint							
} &			M222-X6B			wAD   pr wAD ?			an offering loaf							
}			M222			wAD   pr wAD ?			an offering loaf							
- ! 5			M13-X1-Z2			wADt			rawness							
$! i!			V4-G1-I10-X1			wADt			bow of ship							
- 1 1 ! k			M13-M17-M17-X1-I12			wADyt			Edjo  Cobra goddess							
- ! l			M13-X1-I13			wADyt			cobra goddess							
- ! 7 k k >			M13-X1-Z4-I12-I12-V30			wADyty			the two serpent goddesses of Upper and Lower Egypt							
. 1 1 ! !			M14-M17-M17-X1-O1			wADyt			hall of columns							
- 1 1 ! !			M13-M17-M17-X1-O1			wADyt			hall of columns							
. D M u			M14-G36-D21-N36			wAD wr			the Great Green Sea							
. D u			M14-G36-N36			wAD wr			the sea							
- D u			M13-G36-N36			wAD wr			the sea							
- i D ~ u			M13-I10-G36-N35A-N36			wAD wr			the sea							
. D M 1 ~ uf 4			M14-G36-D21-M17-N35A-N36-N21- Z1			wAD wr			the sea							
$ii! -			V4-I10-I10-X1-M13			wADDt			vegetation							
. i! " 5			M14-I10-X1-M2-Z2			wADDyt			vegetation							
K !			G43-A1			wi			I, me, my				1st singular dependent pronoun			
K			G43			wi			I, me				dependent pronoun			
K 1			G43-M17			wi			I, me				dependent pronoun			
K 1 U			G43-M17-A53			wi			mummy case							
K 7			G43-Z4			wy			how !				admirative particle			
K			G43			wy			how !				admirative particle			
K 1 ! g			G43-M17-G1-P4A			wiA			sacred barque							
g			P4A			wiA			sacred barque							
K 1 p ta`			G43-M17-K1-N35-D41-D40			win			thrust aside, push away, set aside							
K 1 p t\			G43-M17-K1-N35-D36			win			thrust aside, push away, set aside							
K 1 p tan			G43-M17-K1-N35-D41-D54			win			thrust aside, push away, set aside							
5 \ 4			T21-D36-Z1			wa			one, unique, one only							
w			T21V			wa			one							
5 4			T21-Z1			wa			unique, one only, sole							
K \ 5 4			G43-D36-T21-Z1			wa			unique, one only, sole							
5 :\ 4 E			T21-Z7-D36-Z1-G37			wai			be alone							
5 4			T21-Z1			wai			be alone				verb			
5 4 \			T21-Z1-D36			wai			be alone				verb			
5 \ E			T21-D36-G37			wai			be alone				verb			
5 \ ! 7 E			T21-D36-X1-Z4-G37			waty			sole, single							
w			T21V			waty			sole, single							
5 \			T21-D36			waty			sole, single							
5 ! 4			T21-X1-Z1			waty			sole, single							
5 ! !			T21-X1-X1			waty			sole, single							
K 5 g 1			G43-T21-U33-M17			sbA  waty			lone star							
5 \ ! -			T21-D36-X1-A13			waty			captive							
5 ! 7 ?			T21-X1-Z4-E31			waty			goat							
5 4 \ ?			T21-Z1-D36-E31			waty			goat							
5 ! ! l			T21-X1-X1-I13			watt			royal uraeus							
K =\ !"			G43-O29-D36-G1-A2			waA			curse							
5 \ \ K			T21-D36-D36-G43			waaw			privacy, private apartments							
5 \ \ K !			T21-D36-D36-G43-O1			waaw			private apartments							
5 4 \ K 5			T21-Z1-D36-G43-Z2			waaw			privacy							
K \ \ :! E }			G43-D36-D36-Z7-X1-G37-N33A			waawt			privacy							
K \ K `			G43-D36-G43-D40			waw			soldier							
s ~			D60-N35A			wab			pure, purify oneself, bathe, cleanse, purification							
&			A6A			wab			pure, purify oneself, bathe, cleanse, purification, purity							
&			A6			wab			pure, purify oneself, bathe, cleanse, purification, purity							
s			D60			wab			pure, purify oneself, bathe, cleanse, purification, purity							
K \ s			G43-D36-D60			wab			pure, purify oneself, bathe, cleanse, purification, purity							
K T q			G43-F17-D58			wab			pure, purify oneself, bathe, cleanse, purification, purity							
s ~ !			D60-N35A-A1			wab			Wab priest							
s !			D60-A1			wab			wab priest							
}			D384			wabt			priestess							
s ~			D60-N35A			wab			serve as priest							
s			D60			wab			serve as priest							
& q K !			A6-D58-G43-X1			wabwt			priestly service							
s ! ~			D60-X1-N35A			wabwt			priestly service							
s ~ ! !			D60-N35A-X1-O1			wabt			place of embalment, tomb, kitchen, refectory							
s -			D60-V13			wabt			offering - slab							
s ! s			D60-X1-F51			wabt			meat - offering							
s K ! 2			D60-G43-X1-F51B			wabt			meat offering							
s \ 1 1 ! _			D60-D36-M17-M17-X1-H8			wabwt			meat offerings				plural			
s q 1 1 ! s 5			D60-D58-M17-M17-X1-F51-Z2			wabwt			meat offerings				plural			
s ~ K s 5 !			D60-N35A-G43-F51-Z2-X1			wabwt			meat offerings				plural			
s K d			D60-G43-S28			wabw			sacred robe							
s d			D60-S28			wabw			sacred robe							
s ~ K d			D60-N35A-G43-S28			wabw			sacred robe							
K \ h 8			G43-D36-I9-A24			waf			bend down, subdue, be bent, curled up							
K \ h: `			G43-D36-I9-Z7-D40			waf			subdue nations							
K \ t!			G43-D36-N35-M1			wan			juniper							
:\ M C !			Z7-D36-D21-Aa2-M1			wan			juniper							
K \ t C !			G43-D36-N35-Aa2-M1			wan			juniper							
K \ t C !			G43-D36-N35-Aa2-M1			wan			juniper							
K \ M o n			G43-D36-D21-D56-D54			war			flee, rush forth, fly							
K \ M o n!			G43-D36-D21-D56-D54-A1			war			fugitive							
K \ M ! o			G43-D36-D21-X1-D56			wart			flight							
o ! 5			D56-X1-Z2			wart			flight							
K \ M ! o 5			G43-D36-D21-X1-D56-Z2			wart			flight							
K \ M ! o n 5			G43-D36-D21-X1-D56-D54-Z2			wart			flight							
K \ M : o "			G43-D36-D21-Z7-D56-A2			warw			hastiness of speech							
K \ M ! o  G43-D36-D21-X1-D56			G43-D36-D21-X1-D56			wart			hip joint, leg, lower leg, foot							
o ! s			D56-X1-F51			wart			foot							
K \ M ! o j			G43-D36-D21-X1-D56-N25			wart			desert - plateau							
K \ M ! h			G43-D36-D21-X1-N23			wart			desert - plateau							
K \ M ! Gj			G43-D36-D21-X1-O39-N25			wart			desert - plateau							
o ! h			D56-X1-N23			wart			administrative division, quarter, part							
o			D56			wart			quarter of necropolis							
o K !			D56-G43-A1			wartw			administrator, attendant							
o ! 1 1 !			D56-X1-M17-M17-X1			wartyt			administratrix							
o ! !			D56-X1-X1			wartyt			administratrix							
K \ < \			G43-D36-V28-N11A			waH			earth - almond ?, carob ?							
\ <			N11-V28			waH			earth - almond ?, carob ?							
\ r 5			N11-N33-Z2			waH			earth - almond ?, carob ?							
`q = ! +			U26-D58-G29-G1-Y1			wbA			drill stone, open, expose, reveal, determined							
`			U26			wbA			open							
M=			N46-G29			wbA			open							
`= +			U26-G29-Y1			wbA			reveal a matter							
`q }			U26-D58-Y1V			wbA			open up, explore a region							
`q = ! n			U26-D58-G29-G1-D54			wbA			open up, explore a region							
`R!			U26-N1-O1			wbA			open court of temple							
`q ! +			U26-D58-X1-Y1			wbAt			opening							
`q a `			U26-D58-W23-D40			wbA			butler							
`q = ! 1 1 ! p			U26-D58-G29-G1-M17-M17-X1-B1			wbAyt			maidservant							
`q = !! +p			U26-D58-G29-G1-X1-Y1-B1			wbAyt			maidservant							
K q t V			G43-D58-N35-N5			wbn			rise, shine, glitter, appear, overflow, be excessive							
K q t Y			G43-D58-N35-N8			wbn			rise, shine, glitter, appear, overflow, be excessive							
K q tn			G43-D58-N35-D54			wbn			stride briskly							
K q tb K V			G43-D58-N35-W24-G43-N5			wbnw			eastern, the east							
K q tb K R			G43-D58-N35-W24-G43-D26			wbnw			wound							
Y			N8			wbnw			wound							
Y 2			N8-F51B			wbnw			wound							
Y b : R			N8-W24-Z7-D26			wbnw			wound							
K q tb K 2			G43-D58-N35-W24-G43-F51B			wbnw			wound							
K q tb K D			G43-D58-N35-W24-G43-Aa3			wbnw			wound							
K q B < +			G43-D58-Aa1-Z9-Y1			wbx			be bright							
K q B < d			G43-D58-Aa1-Z9-S28			wbx			be bright							
K q f '			G43-D58-D46-Q7			wbd			burn, heat, be scalded							
K q f! 8 '			G43-D58-D46-X1-Z5-Q7			wbdt			burn, burning							
P! 4			F13-X1-Z1			wpt			horns, top, brow, top-knot, head-dress, zenith							
Pa			F13-N16			wpt tA			farthest South							
P# ! ;			F13-Q3-X1-D3A			wpt			top knot of hair							
P# <			F13-Q3-Z9			wpi			open, open up, inaugurate, part, separate, divide, judge, discern, distinguish, take							
K # P			G43-Q3-F13			wpi			open				verb			
P# "			F13-Q3-A2			wpi			judge contestants, petitioners				verb			
< +e !			Z9-Y1-S29-X1			wp st			specify it details of it							
P# < +e !			F13-Q3-Z9-Y1-S29-X1			wp st			specify it details of it							
P# ! +			F13-Q3-X1-Y1			wpt			judgement							
P# < >			F13-Q3-Z9-T30			wpi			cut off							
P# 1 1 <			F13-Q3-M17-M17-Z9			wpy			decision							
P# K < : 4			F13-Q3-G43-Z9-D2-Z1			wpr Hr			except, but							
P# K < M			F13-Q3-G43-Z9-D21			wpw r			except							
P# K ! ! p 5			F13-Q3-G43-X1-A1-B1-Z2			wpwt			household, crowd							
P# ! ! p 5			F13-Q3-X1-A1-B1-Z2			wpwt			household, crowd							
P# K ! + 5			F13-Q3-G43-X1-Y1-Z2			wpwt			inventory, schedule							
P# ! <			F13-Q3-X1-Z9			wpwt			inventory, schedule							
P# ! < ,			F13-Q3-X1-Z9-V12			wpwt			inventory, schedule							
P# 1 1 ! , 4			F13-Q3-M17-M17-X1-V12-Z1			wpwt			inventory, schedule							
P! 4 . t! o o			F13-X1-Z1-Y5-N35-X1-D56-D56			wpt mnty			the space between anus and genitals							
P! 4 t! b ! 4			F13-X1-Z1-N35-X1-F32-X1-Z1			wpt nt Xt			centre of torso vertical							
P# K ! "			F13-Q3-G43-X1-A2			wpwt			message, business, mission, behest, task, news ?							
P# ! < "			F13-Q3-X1-Z9-A2			wpwt			message							
P# K ! n			F13-Q3-G43-X1-D54			wpwt			business, mission							
P# ! n			F13-Q3-X1-D54			wpwt			business, mission							
P# ! ,			F13-Q3-X1-Y2			wpwt			business, mission							
P# ! <			F13-Q3-X1-Z9			wpwt			business, mission							
<P# ! " < t\			D4-F13-Q3-X1-A2-V28-N35-D36			ir wpt Hna			punish							
P# K ! ,			F13-Q3-G43-X1-V12			wpwt			task							
P# :! < " 6			F13-Q3-Z7-X1-Z9-A2-Z3			wpwt			except							
P# K ! 7 n!			F13-Q3-G43-X1-Z4-D54-A1			wpwty			messenger, agent, commissioner, bystander							
P# ! !			F13-Q3-X1-A1			wpwty			messenger, agent, commissioner, bystander							
P# ! 7 <			F13-Q3-X1-Z4-Z9			wpwty			messenger, agent, commissioner, bystander							
P# ! 7 n!			F13-Q3-X1-Z4-D54-A1			wpwty			messenger, agent, commissioner, bystander							
1 P# ! , '			M17-F13-Q3-X1-Y2-G7			wpwty			messenger, agent, commissioner, bystander							
1 # PK g '			M17-Q3-F13-G43-U33-G7			wpwty			messenger, agent, commissioner, bystander							
Pppp H			F13-N31-N31-N31-A40			wp wAwt			Wepwawet				divinity			
Pp! 5 H			F13-N31-X1-Z2-A40			wp wAwt			Wepwawet				divinity			
8			F102			wpt ra			first day of the month and its Festival							
P# ! $ ! 4			F13-Q3-X1-M4-X1-Z1			wpt rnpt			New Year's day and its Festival							
R M			F15-W3			wpt rnpt			New Year's Day and its Festival							
QM			F14-W3			wpt rnpt			New Year's Day and its Festival							
Pv< r r r			F13-N37-Z9-N33-N33-N33			wpS			strew, scatter							
K # v<			G43-Q3-N37-Z9			wpS			strew, scatter							
K h! s			G43-I9-G1-F51			wfA			lungs							
K h! G "			G43-I9-G1-G39-A2			wfA			talk about, discuss, support, talk, subject of conversation							
K h!"			G43-I9-G1-A2			wfA			support a plea							
K l! +			G43-D52-X1-Y1			wmt			thick							
K l! +d 4			G43-D52-X1-Y1-F34-Z1			wmt ib			stout - hearted							
K l! !			G43-D52-X1-O1			wmt			gateway							
K l! . . !			G43-D52-X1-T14-T14-O1			wmt			gateway							
K l! d 5			G43-D52-X1-S28-Z2			wmt			thick cloth							
K l! !			G43-D52-X1-V1			wmt			thick cloth							
K l! D ! 5			G43-D52-X1-O36-A1-Z2			wmt			mass of men							
K l! ! D			G43-D52-X1-X1-O36			wmtt			thick wall, thickness							
K l! ! . .			G43-D52-X1-X1-T14-T14			wmtt			thick wall							
K l! 7 . . !			G43-D52-X1-Z4-T14-T14-O1			wmtt			thick wall							
B 4			E34-Z1			wn			Hare							
B t? `			E34-N35-O31-D40			wn			open, open up, rip open							
B ?			E34-O31			wn			open up quarry etc							
# B t?\			M3-E34-N35-O31-D36			xt wn			free moving pole ?							
B t?: 4			E34-N35-O31-D2-Z1			wn Hr			open the sight of, be skilled, clear vision, public appearance							
B tn			E34-N35-D54			wni			hasten, hurry, pass by, pass away							
B t 7 n			E34-N35-Z4-D54			wni			hasten, hurry, pass by, pass away, neglect				verb			
B t! n			E34-N35-X1-D54			wnt			neglect							
B t E			E34-N35-G37			wn			fault, blame							
B t; +			E34-N35-D3-Y1			wn			be stripped off of branches							
B t;#			E34-N35-D3-M3			wn			be stripped off of branches of trees							
B t 1 1 ! ;			E34-N35-M17-M17-X1-D3			wnyt			baldness of eyebrows							
B t! !			E34-N35-X1-O1			wnt			sanctuary in temple							
B tb ! _ V			E34-N35-W24-X1-N14-N5			wnwt			hour							
_ ! 4			N14-X1-Z1			wnwt			hour							
_ ! V			N14-X1-N5			wnwt			hour							
B tb ! _ +			E34-N35-W24-X1-N14-Y1			wnwt			duty, service							
B tb ! _			E34-N35-W24-X1-N14			wnwt			duty, service							
B tb K ! _ V 4			E34-N35-W24-G43-X1-N14-N5-Z1			wnwt			duty, service							
_ ! 4 ! 5			N14-X1-Z1-A1-Z2			wnwt			priesthood, staff							
B ! _			E34-X1-N14			wnwt			priesthood							
_ ! 4			N14-X1-Z1			wnwt			priesthood							
B t! _ 5			E34-N35-X1-N14-Z2			wnwt			priesthood							
_ V ! ! 6			N14-N5-X1-A1-Z3			wnwt			priesthood							
B tb ! _ ! 5			E34-N35-W24-X1-N14-A1-Z2			wnwt			staff of workers							
B tb ! 7 _			E34-N35-W24-X1-Z4-N14			wnwty			hour - watcher, astronomer							
_			N14			wnwty			hour watcher, astronomer							
_ 1 1			N14-M17-M17			wnwty			hour watcher, astronomer							
B tb ! <			E34-N35-W24-X1-D4			wnwty			hour watcher, astronomer							
B t! 7 _ V			E34-N35-X1-Z4-N14-N5			wnwty			hour watcher, astronomer							
B tb ! _ V <			E34-N35-W24-X1-N14-N5-D4			wnwty			hour watcher, astronomer							
B t B t;			E34-N35-E34-N35-D3			wnwn			sway to and fro, nod, travel about, move about, traverse							
B t B t}			E34-N35-E34-N35-A90			wnwn			travel about							
B t B tn			E34-N35-E34-N35-D54			wnwn			travel about							
B t B t 9			E34-N35-E34-N35-D1			wnwn			travel about							
J t J t			M42-N35-M42-N35			wnwn			move about of child in womb							
J tq }			M42-N35-D58-M96			wnb			flower							
B tq "			E34-N35-D58-M2			wnb			flower							
B t# K `			E34-N35-Q3-G43-D40			wnpw			triumph							
B th,			E34-N35-I9-V12			wnf			be joyful							
B thd			E34-N35-I9-S28			wnf			be joyful							
B th, d 4			E34-N35-I9-V12-F34-Z1			wnf ib			be frivolous							
B tb : 1			E34-N35-W24-Z7-A17			wnw			foetus							
> 1 "			Z11-G17-A2			wnm			eat, feed on, consume							
J "			M42-A2			wnm			eat							
> "			Z11-A2			wnm			eat							
' ' "			X7-X7-A2			wnm			eat							
B t 1 "			E34-N35-G17-A2			wnm			eat							
> +			Z11-Y1			wnm			eat of, feed on							
J ! " " $ 5			M42-X1-A2-X2-X4-Z2			wnmt			food, fodder							
> 1 ! $ 5			Z11-G17-X1-X4-Z2			wnmt			food, fodder							
J " ! ; 5			M42-A2-X1-Z8-Z2			wnmt			food, fodder							
J " K $ 5			M42-A2-G43-X4-Z2			wnmw			food, sustenance							
> PO 5			Z11-Aa15-U9-Z2			wnmw			food, sustenance							
B t 1 P r 5 !			E34-N35-G17-U10-N33-Z2-E1			wnm			fattened ox ?							
> " O r 5 !			Z11-A2-U9-N33-Z2-E1			wnm			fattened ox							
> 1 1 1 ! '			Z11-G17-M17-M17-X1-Q7			wnmyt			devouring flame							
' ' 1 1 ! '			X7-X7-M17-M17-X1-Q7			wnmyt			devouring flame							
9 1 7 a			R14-G17-Z4-D41			wnmy			right - hand, right side of, right							
}			G264B			wnmy			right - hand side, right, right side of							
9 a			R14-D41			wnmy			right - hand side, right, right side of							
9 1 a			R14-G17-D41			wnmy			right - hand side, right, right side of							
B tt			E34-N35-N35			wnn			be, exist							
B t!			E34-N35-X1			wnt			that				non-enclitic particle			
[ B t!			D35-E34-N35-X1			n wnt			there is/are not							
B t!			E34-N35-X1			wnnt			indeed, really				enclitic particle			
B tt!			E34-N35-N35-X1			wnnt			indeed, really				enclitic particle			
B t K \ +			E34-N35-U5-D36-Y1			wn mAa			true being, reality							
B t H L \ Y +			E34-N35-U2-Aa11-D36-H2-Y1			wn mAa			true being, relality							
J H L			M42-U2-Aa11			wn mAa			true being, relality							
B t L +			E34-N35-Aa11-Y1			wn mAa			true being, relality							
J t K \			M42-N35-U5-D36			wn mAa			true being, relality							
B tt e K H			E34-N35-N35-F35-G43-A40			wnn nfrw			Onnophris a name of Osiris							
B tt e H			E34-N35-N35-F35-A40			wnn nfrw			Onnophris				divinity			
J tt e H			M42-N35-N35-F35-A40			wnn nfrw			Onnophris				divinity			
B t B d			E34-N35-Aa1-S28			wnx			be clothed, don clothing, assume ones body, dress a vase							
J t B d			M42-N35-Aa1-S28			wnx			be clothed in							
